survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Punjab,Sahiwal,Okara,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2597846,240526,9.26,7908,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Pakpattan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1565733,168017,10.73,8426,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Sahiwal,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2132904,297140,13.93,10258,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Bhakkar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1403872,165222,11.77,8436,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Khushab,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1048119,128982,12.31,7208,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Mianwali,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1283064,193344,15.07,6644,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Sargodha,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3283778,448201,13.65,15626,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Badin,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1703749,131311,7.71,6248,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Dadu,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1495805,88227,5.9,4109,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Hyderabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2046805,227782,11.13,8933,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Jamshoro,Disability,Functional limitation: any difficulty (any domain),% of population,pct,479782,38391,8,3170,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Matiari,Disability,Functional limitation: any difficulty (any domain),% of population,pct,604438,50939,8.43,3132,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Sujawal,Disability,Functional limitation: any difficulty (any domain),% of population,pct,706209,56733,8.03,3830,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Allahyar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,617313,59721,9.67,3580,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Muhammad Khan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,586907,64382,10.97,3939,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Disability,Functional limitation: any difficulty (any domain),% of population,pct,710668,64478,9.07,4757,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3128686,449526,14.37,11972,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2871809,357906,12.46,10214,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1779731,224796,12.63,7825,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3916865,363091,9.27,9659,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2522283,277640,11.01,5503,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2054252,148673,7.24,4813,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,636206,49406,7.77,5116,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1277002,112887,8.84,4340,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Disability,Functional limitation: any difficulty (any domain),% of population,pct,962255,66150,6.87,3664,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1091214,149280,13.68,6050,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1229937,143709,11.68,5479,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1154235,140459,12.17,6818,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1652744,193815,11.73,5076,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1003690,163548,16.29,3961,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1208661,105364,8.72,5531,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2037491,121100,5.94,7046,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1283804,80104,6.24,7059,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1489701,117965,7.92,7705,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2428987,211936,8.73,11672,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1292357,114608,8.87,6057,District-representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,138024344,81013235,58.69,633770,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,115699644,65397170,56.52,528840,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Ever attended school (10+),% of population 10+,pct,138024344,83014869,60.15,633770,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,138024344,70371658,50.98,633770,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,27359658,17615457,64.38,129371,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,"Net enrolment rate - middle (age 11-13, class 6-8)",% of children 11-13,pct,12643051,4737296,37.47,59269,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,"Net enrolment rate - matric (age 14-15, class 9-10)",% of children 14-15,pct,8249169,2193719,26.59,38757,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Gross enrolment rate - primary (class 1-5 / age 6-10),% (GER),ratio,27359658,22992926,84.04,129371,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Gross enrolment rate - middle (class 6-8 / age 11-13),% (GER),ratio,12643051,7926703,62.7,59269,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Gross enrolment rate - matric (class 9-10 / age 14-15),% (GER),ratio,8249169,4724314,57.27,38757,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Gross enrolment rate - government primary schools,% (GER),ratio,27359658,14701486,53.73,129371,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Net enrolment rate - government primary schools,% of children 6-10,pct,27359658,11070710,40.46,129371,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Primary enrolment in government schools,% of primary enrolled,pct,22992926,14701486,63.94,106140,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Primary enrolment in private schools,% of primary enrolled,pct,22992926,7345733,31.95,106140,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Out-of-school children (5-16),% of children 5-16,pct,58582215,18547997,31.66,275864,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Education,Left school before completing primary (10-18),% of population 10-18,pct,38607285,1178723,3.05,180638,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,7556791,3438431,45.5,59733,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,1257113,1057212,84.1,5106,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,23380641,12069578,51.62,130505,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,73710148,46319472,62.84,310428,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Education,Literacy rate (10 years and older),% of population 10+,pct,32119651,18128542,56.44,127998,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,6221567,2682183,43.11,48901,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,1090378,906479,83.13,4420,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,19072057,9143591,47.94,105927,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,62043760,37406356,60.29,261354,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Education,Adult literacy rate (15 years and older),% of population 15+,pct,27271882,15258561,55.95,108238,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Education,Ever attended school (10+),% of population 10+,pct,7556791,3331085,44.08,59733,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Education,Ever attended school (10+),% of population 10+,pct,1257113,1074282,85.46,5106,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Education,Ever attended school (10+),% of population 10+,pct,23380641,12650809,54.11,130505,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Education,Ever attended school (10+),% of population 10+,pct,73710148,48228234,65.43,310428,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Education,Ever attended school (10+),% of population 10+,pct,32119651,17730459,55.2,127998,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,7556791,2651861,35.09,59733,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,1257113,992892,78.98,5106,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,23380641,10109619,43.24,130505,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,73710148,40993964,55.62,310428,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Education,Completed primary level or higher (10+),% of population 10+,pct,32119651,15623323,48.64,127998,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,1718529,969801,56.43,14287,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,178336,159448,89.41,751,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,5197124,3360513,64.66,29758,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,13573225,9432841,69.5,56969,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Education,"Net enrolment rate - primary (age 6-10, class 1-5)",% of children 6-10,pct,6692444,3692854,55.18,27606,Representative
